file	obj	time	gap	objs	times	gaps	iters
../output/wireless-3-1200/sdrdp_wireless_200_0.2_8.txt.out	4	224.11	0.0	[17.0, 10.0, 7.0, 6.0, 5.0, 4.0]	[0.084442, 0.195812, 0.531001, 1.010784, 1.315677, 8.710296]	[93.004942, 85.536637, 78.125, 74.249249, 67.582418, 47.856406]	[639, 779, 1254, 6121, 9661, 52237]
../output/wireless-3-1200/sdrdp_wireless_200_0.2_9.txt.out	2	7.83684	0.0	[17.0, 8.0, 4.0, 3.0, 2.0]	[0.086978, 0.272587, 0.69883, 3.051923, 7.834585]	[88.235294, 75.0, 50.0, 33.333333, 0.0]	[546, 700, 1179, 33672, 77142]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_0.txt.out	38	0.002859	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_1.txt.out	36	0.008166	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_2.txt.out	36	0.004557	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_3.txt.out	34	0.005453	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_4.txt.out	38	0.002974	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_5.txt.out	34	0.004572	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_6.txt.out	38	0.002946	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_7.txt.out	34	0.004711	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_8.txt.out	40	0.001901	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.05_9.txt.out	38	0.00251	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_0.txt.out	22	0.006358	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_1.txt.out	19	0.011399	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_2.txt.out	22	0.008278	0.0	[22.0]	[0.005153]	[4.545455]	[11]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_3.txt.out	16	0.009419	0.0	[17.0]	[0.007997]	[10.294118]	[21]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_4.txt.out	16	0.008503	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_5.txt.out	22	0.007042	0.0	[23.0]	[0.005955]	[5.797101]	[14]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_6.txt.out	20	0.011966	0.0	[21.0]	[0.010737]	[6.349206]	[14]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_7.txt.out	17	0.008082	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_8.txt.out	24	0.008399	0.0	[25.0]	[0.006158]	[7.111111]	[25]
../output/wireless-3-1200/sdrdp_wireless_20_0.15_9.txt.out	17	0.007014	0.0	[17.0]	[0.006342]	[5.882353]	[16]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_0.txt.out	29	0.005659	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_1.txt.out	27	0.005768	0.0	[27.0]	[0.005555]	[3.703704]	[8]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_2.txt.out	27	0.00496	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_3.txt.out	24	0.006236	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_4.txt.out	31	0.006238	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_5.txt.out	33	0.005045	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_6.txt.out	29	0.005186	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_7.txt.out	22	0.007313	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_8.txt.out	33	0.004265	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.1_9.txt.out	29	0.005014	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.2_0.txt.out	22	0.005506	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.2_1.txt.out	12	0.007572	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.2_2.txt.out	12	0.007078	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.2_3.txt.out	10	0.008181	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.2_4.txt.out	15	0.008734	0.0	[17.0]	[0.007638]	[11.764706]	[20]
../output/wireless-3-1200/sdrdp_wireless_20_0.2_5.txt.out	16	0.023076	0.0	[17.0]	[0.005874]	[17.647059]	[58]
../output/wireless-3-1200/sdrdp_wireless_20_0.2_6.txt.out	20	0.006535	0.0	[]	[]	[]	[]
../output/wireless-3-1200/sdrdp_wireless_20_0.2_7.txt.out	13	0.011139	0.0	[13.0]	[0.006574]	[16.483516]	[36]
